,Age,Attrition,DailyRate,HourlyRate,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree
152,53,0,1436,34,2306,16047,2,1,20,4,1,13,3,1,7,7,4,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
153,45,0,194,60,2348,10901,8,0,18,3,1,20,2,1,17,9,0,15,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
154,32,0,967,43,8998,15589,1,0,14,3,0,9,2,3,9,8,3,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
155,29,0,1496,41,4319,26283,1,0,13,3,1,10,1,3,10,7,0,9,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
156,51,0,1169,34,6132,13983,2,0,17,3,0,10,2,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
157,58,0,1145,75,3346,11873,4,1,20,4,1,9,3,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
158,40,0,630,67,10855,8552,7,0,11,3,1,15,2,2,12,11,2,11,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
159,34,0,303,75,2231,11314,6,0,18,3,1,6,3,3,4,3,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
160,22,0,1256,80,2323,11992,1,0,24,4,2,2,6,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
161,27,0,691,57,2024,5970,6,0,18,3,1,6,1,1,2,2,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
162,28,0,440,42,2713,6672,1,0,11,3,1,5,2,1,5,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
163,57,0,334,83,9439,23402,3,1,16,3,1,12,2,1,5,3,1,4,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
164,27,0,1450,79,2566,25326,1,1,15,3,1,1,2,2,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
165,50,0,1452,53,19926,17053,3,0,15,3,0,21,5,3,5,4,4,4,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
166,41,0,465,56,2451,4609,4,0,12,3,1,13,2,3,9,8,1,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
167,30,0,1339,41,9419,8053,2,0,12,3,1,12,2,3,10,9,7,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
168,38,0,702,59,8686,12930,4,0,22,4,0,12,2,4,8,3,0,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
169,32,0,120,43,3038,12430,3,0,20,4,0,8,2,3,5,4,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
170,27,0,1157,51,3058,13364,0,1,16,3,1,6,3,2,5,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
171,19,1,602,100,2325,20989,0,0,21,4,0,1,5,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
172,36,0,1480,30,2088,15062,4,0,12,3,0,13,3,2,8,7,7,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
173,30,0,111,66,3072,11012,1,0,11,3,2,12,4,3,12,9,6,10,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
174,45,0,1268,30,5006,6319,4,1,11,3,1,9,3,4,5,4,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
175,56,0,713,67,4257,13939,4,1,18,3,1,19,3,3,2,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
176,33,0,134,90,2500,10515,0,0,14,3,0,4,2,4,3,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
177,19,1,303,47,1102,9241,1,0,22,4,0,1,3,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
178,46,0,526,92,10453,2137,1,0,25,4,3,24,2,3,24,13,15,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
179,38,0,1380,75,2288,6319,1,0,12,3,0,2,3,3,2,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
180,31,0,140,95,3929,6984,8,1,23,4,1,7,0,3,4,2,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
181,34,0,629,95,2311,5711,2,0,15,3,0,9,3,3,3,2,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
182,41,1,1356,70,3140,21728,1,1,22,4,0,4,5,2,4,3,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
183,50,0,328,86,3690,3425,2,0,15,3,1,5,2,2,3,2,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
184,53,0,1084,57,4450,26250,1,0,11,3,2,5,3,3,4,2,1,3,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
185,33,0,931,72,2756,4673,1,0,13,3,1,8,5,3,8,7,1,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
186,40,0,989,46,19033,6499,1,0,14,3,1,21,2,3,20,8,9,9,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
187,55,0,692,61,18722,13339,8,0,11,3,0,36,3,3,24,15,2,15,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
188,34,0,1069,45,9547,14074,1,0,17,3,0,10,2,2,10,9,1,9,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
189,51,0,313,98,13734,7192,3,0,18,3,0,21,6,3,7,7,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
190,52,0,699,65,19999,5678,0,0,14,3,1,34,5,3,33,18,11,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
191,27,0,894,99,2279,11781,1,0,16,3,0,7,2,2,7,7,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
192,35,1,556,50,5916,15497,3,1,13,3,0,8,1,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
193,43,0,1344,37,2089,5228,4,0,14,3,3,7,3,4,5,4,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
194,45,0,1195,65,16792,20462,9,0,23,4,1,22,1,3,20,8,11,8,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
195,37,0,290,65,3564,22977,1,1,12,3,1,8,3,2,8,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
196,35,0,138,37,4425,15986,5,0,11,3,0,10,5,3,6,2,1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
197,42,0,926,36,5265,16439,2,0,16,3,1,11,5,3,5,3,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
198,38,0,1261,88,6553,7259,9,0,14,3,0,14,3,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
199,38,0,1084,54,6261,4185,3,0,18,3,1,9,3,1,7,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
200,27,0,472,60,4298,9679,5,0,19,3,1,6,1,3,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
201,49,0,1002,92,6804,23793,1,1,15,3,2,7,0,3,7,7,1,7,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
202,34,0,878,43,3815,5972,1,1,17,3,1,5,4,4,5,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
203,40,0,905,99,2741,16523,8,1,15,3,1,15,2,4,7,2,3,7,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
204,38,1,1180,70,6673,11354,7,1,19,3,0,17,2,3,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
205,29,1,121,35,7639,24525,1,0,22,4,3,10,3,2,10,4,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
206,22,0,1136,60,2328,12392,1,1,16,3,1,4,2,2,4,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
207,36,0,635,73,2153,7703,1,0,13,3,0,8,2,3,8,1,1,7,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
208,40,0,1151,63,4876,14242,9,0,14,3,1,5,5,1,3,2,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
209,46,0,644,97,9396,12368,7,0,16,3,1,17,3,3,4,2,0,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
210,32,1,1045,32,10400,25812,1,0,11,3,0,14,2,2,14,8,9,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
211,30,0,829,88,8474,20925,1,0,22,4,0,12,2,3,11,8,5,8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
212,27,0,1242,90,9981,12916,1,0,14,3,0,7,2,3,7,7,0,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
213,51,0,1469,81,12490,15736,5,0,16,3,2,16,5,1,10,9,4,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
214,30,1,1005,88,2657,8556,5,1,11,3,0,8,5,3,5,2,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
215,41,0,896,75,13591,14674,3,1,18,3,0,16,3,3,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
216,30,1,334,52,6696,22967,5,0,15,3,0,9,5,2,6,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
217,29,1,992,85,2058,19757,0,0,14,3,0,7,1,2,6,2,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
218,45,0,1052,57,8865,16840,6,0,12,3,0,23,2,3,19,7,12,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
219,54,0,1147,52,5940,17011,2,0,14,3,1,16,4,3,6,2,0,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
220,36,0,1396,62,5914,9945,8,0,16,3,0,16,3,4,13,11,3,7,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
221,33,0,147,47,2622,13248,6,0,21,4,0,7,3,3,3,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
222,37,0,663,47,12185,10056,1,1,14,3,3,10,1,3,10,8,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
223,38,0,119,76,10609,9647,0,0,12,3,2,17,6,2,16,10,5,13,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
224,31,0,979,90,4345,4381,0,0,12,3,1,6,2,3,5,4,1,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
225,59,0,142,70,2177,8456,3,0,17,3,1,7,6,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
226,37,0,319,41,2793,2539,4,0,17,3,1,13,2,3,9,8,5,8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
227,29,0,1413,42,7918,6599,1,0,14,3,1,11,5,3,11,10,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
228,35,0,944,92,8789,9096,1,0,14,3,0,10,3,4,10,7,0,8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
229,29,1,896,86,2389,14961,1,1,13,3,0,4,3,2,4,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
230,52,0,1323,89,3212,3300,7,0,15,3,0,6,3,2,2,2,2,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
231,42,0,532,58,19232,4933,1,0,11,3,0,22,3,3,22,17,11,15,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
232,59,0,818,52,2267,25657,8,0,17,3,0,7,2,2,2,2,2,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
233,50,0,854,68,19517,24118,3,0,11,3,1,32,3,2,7,0,0,6,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
234,33,1,813,58,2436,22149,5,1,13,3,1,8,2,1,5,4,0,4,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
235,43,0,1034,80,16064,7744,5,1,22,4,1,22,3,3,17,13,1,9,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
236,33,1,465,39,2707,21509,7,0,20,4,0,13,3,4,9,7,1,7,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
237,52,0,771,79,19068,21030,1,1,18,3,0,33,2,4,33,7,15,12,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
238,32,0,1401,56,3931,20990,2,0,11,3,1,6,5,3,4,3,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
239,32,1,515,62,3730,9571,0,1,14,3,0,4,2,1,3,2,1,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
240,39,0,1431,96,2232,15417,7,0,14,3,3,7,1,3,3,2,1,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
241,32,0,976,100,4465,12069,0,0,18,3,0,4,2,3,3,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
242,41,0,1411,36,3072,19877,2,0,16,3,2,17,2,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
243,40,0,1300,62,3319,24447,1,0,17,3,2,9,3,3,9,8,4,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
244,45,0,252,70,19202,15970,0,0,11,3,1,25,2,3,24,0,1,7,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
245,31,0,1327,73,13675,13523,9,0,12,3,1,9,3,3,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
246,33,0,832,63,2911,14776,1,0,13,3,1,2,2,2,2,2,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
247,34,0,470,84,5957,23687,6,0,13,3,1,13,3,3,11,9,5,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
248,37,0,1017,83,3920,18697,2,0,14,3,1,17,2,2,3,1,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
249,45,0,1199,77,6434,5118,4,0,17,3,1,9,1,3,3,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
250,37,1,504,61,10048,22573,6,0,11,3,2,17,5,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
251,39,0,505,64,10938,6420,0,0,25,4,0,20,1,3,19,6,11,8,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252,29,0,665,60,2340,22673,1,0,19,3,0,6,1,3,6,5,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
253,42,0,916,82,6545,23016,3,1,13,3,0,10,1,3,3,2,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
254,29,0,1247,45,6931,10732,2,0,14,3,1,10,2,3,3,2,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
255,25,0,685,62,4898,7505,0,0,12,3,2,5,3,3,4,2,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
256,42,0,269,56,2593,8007,0,1,11,3,1,10,4,3,9,6,7,8,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
257,40,0,1416,49,19436,5949,0,0,19,3,1,22,5,3,21,7,3,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
258,51,0,833,96,2723,23231,1,0,11,3,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
259,31,1,307,71,3479,11652,0,0,11,3,0,6,2,4,5,4,1,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
260,32,0,1311,100,2794,26062,1,0,20,4,0,5,3,1,5,1,0,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
261,38,0,1327,39,5249,19682,3,0,18,3,1,13,0,3,8,7,7,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
262,32,0,128,84,2176,19737,4,0,13,3,0,9,5,3,6,2,0,4,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
263,46,0,488,75,16872,14977,3,1,12,3,1,28,2,2,7,7,7,7,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
264,28,1,529,79,3485,14935,2,0,11,3,0,5,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
265,29,0,1210,78,6644,3687,2,0,19,3,2,10,2,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
266,31,0,1463,64,5582,14408,0,0,21,4,1,10,2,3,9,0,7,8,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
267,25,0,675,85,4000,18384,1,0,12,3,2,6,2,3,6,3,1,5,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
268,45,0,1385,79,13496,7501,0,1,14,3,0,21,2,3,20,7,4,10,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
269,36,0,1403,47,3210,20251,0,0,11,3,1,16,4,3,15,13,10,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
270,55,0,452,81,19045,18938,0,1,14,3,0,37,2,3,36,10,4,13,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
271,47,1,666,88,11849,10268,1,1,12,3,1,10,2,2,10,7,9,9,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
272,28,0,1158,94,2070,2613,1,0,23,4,1,5,3,2,5,2,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
273,37,0,228,98,6502,22825,4,0,14,3,1,7,5,4,5,4,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
274,21,0,996,100,3230,10531,1,0,17,3,0,3,4,4,3,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
275,37,0,728,80,13603,11677,2,1,18,3,2,15,2,3,5,2,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
276,35,0,1315,71,11996,19100,7,0,18,3,1,10,6,2,7,7,6,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
277,38,0,322,44,5605,19191,1,1,24,4,1,8,3,3,8,0,7,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
278,26,0,1479,84,6397,26767,1,0,20,4,1,6,6,1,6,5,1,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
279,50,0,797,96,19144,15815,3,0,14,3,2,28,4,2,10,4,1,6,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
280,53,0,1070,45,17584,21016,3,1,16,3,3,21,5,2,5,3,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
281,42,0,635,99,4907,24532,1,0,25,4,0,20,3,3,20,16,11,6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
282,29,0,442,44,4554,20260,1,0,18,3,0,10,3,2,10,7,0,9,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
283,55,0,147,37,5415,15972,3,1,19,3,1,12,4,3,10,7,0,8,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
284,26,0,496,60,4741,22722,1,1,13,3,1,5,3,3,5,3,3,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
285,37,0,1372,42,2115,15881,1,0,12,3,0,17,3,3,17,12,5,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
286,44,1,920,43,3161,19920,3,1,22,4,1,19,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
287,38,0,688,82,5745,18899,9,0,14,3,1,10,2,3,2,2,1,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
288,26,1,1449,45,2373,14180,2,1,13,3,1,5,2,3,3,2,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
289,28,0,1117,66,3310,4488,1,0,21,4,0,5,3,3,5,3,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
290,49,0,636,35,18665,25594,9,1,11,3,0,22,4,3,3,2,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
291,36,0,506,30,4485,26285,4,0,12,3,0,10,2,3,8,0,7,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
292,31,0,444,84,2789,3909,1,0,11,3,1,2,5,2,2,2,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
293,26,1,950,48,5828,8450,1,1,12,3,0,8,0,3,8,7,7,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
294,37,0,889,53,2326,11411,1,1,12,3,3,4,3,2,4,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
295,42,0,555,77,13525,14864,5,0,14,3,1,23,2,4,20,4,4,8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
296,18,1,230,54,1420,25233,1,0,13,3,0,0,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
297,35,0,1232,96,8020,5100,0,0,15,3,2,12,3,2,11,9,6,9,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
298,36,0,566,81,3688,7122,4,0,18,3,2,4,2,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
299,51,0,1302,84,5482,16321,5,0,18,3,1,13,3,3,4,1,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
300,41,0,334,88,16015,15896,1,0,19,3,0,22,2,3,22,10,0,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
301,18,0,812,69,1200,9724,1,0,12,3,0,0,2,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
302,28,0,1476,68,5661,4824,0,0,19,3,0,9,2,3,8,3,0,7,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
303,31,0,218,100,6929,12241,4,0,11,3,1,10,3,2,8,7,7,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
304,39,0,1132,48,9613,10942,0,0,17,3,3,19,5,2,18,10,3,7,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
305,36,0,1105,47,5674,6927,7,0,15,3,1,11,3,3,9,8,0,8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
306,32,0,906,91,5484,16985,1,0,14,3,1,13,3,2,13,8,4,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
307,38,0,849,81,12061,26707,3,0,17,3,1,19,2,3,10,8,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
308,58,0,390,32,5660,17056,2,1,13,3,1,12,2,3,5,3,1,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
